id,speech_source,noise_type,noise_source,snr_db,impulse_timestamp_sec
pair_00160,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0047.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0061.wav,7.08,
pair_00161,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0004.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0091.wav,-4.63,
pair_00162,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0003.wav,impulsive,data/clean/SESA\train\gunshot_024.wav,14.62,4.0415625
pair_00163,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0016.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0068.wav,6.13,
pair_00164,data/clean/LibriSpeech\dev-clean\1272\128104\1272-128104-0007.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0496.wav,5.7,
pair_00165,data/clean/LibriSpeech\dev-clean\7850\281318\7850-281318-0006.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0241.wav + data/clean/SESA\test\explosion_119.wav,-3.32,0.2698125
pair_00166,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0002.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0054.wav,-3.42,
pair_00167,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0020.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0147.wav,5.17,
pair_00168,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0002.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0695.wav,7.96,
pair_00169,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0022.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0007.wav,10.23,
pair_00170,data/clean/LibriSpeech\dev-clean\8297\275156\8297-275156-0009.wav,nonstationary,data/clean/musan/music\fma\music-fma-0045.wav,11.17,
pair_00171,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0031.wav,impulsive,data/clean/SESA\train\siren_066.wav,5.86,0.328875
pair_00172,data/clean/LibriSpeech\dev-clean\251\136532\251-136532-0004.wav,nonstationary,data/clean/musan/music\fma\music-fma-0074.wav,7.23,
pair_00173,data/clean/LibriSpeech\dev-clean\6319\275224\6319-275224-0006.wav,impulsive,data/clean/SESA\test\explosion_113.wav,1.07,8.4223125
pair_00174,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0007.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0060.wav,-4.62,
pair_00175,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0012.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0669.wav,8.16,
pair_00176,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0062.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0301.wav,6.65,
pair_00177,data/clean/LibriSpeech\dev-clean\8842\302201\8842-302201-0002.wav,impulsive,data/clean/SESA\test\siren_093.wav,-0.79,5.2919375
pair_00178,data/clean/LibriSpeech\dev-clean\5895\34622\5895-34622-0019.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0130.wav,0.99,
pair_00179,data/clean/LibriSpeech\dev-clean\5895\34622\5895-34622-0007.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0149.wav + data/clean/SESA\train\explosion_170.wav,5.73,1.06475
pair_00180,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0039.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0114.wav,-0.77,
pair_00181,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0038.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0545.wav + data/clean/SESA\train\gunshot_062.wav,-4.14,0.5270625
pair_00182,data/clean/LibriSpeech\dev-clean\2803\154320\2803-154320-0000.wav,impulsive,data/clean/SESA\test\gunshot_072.wav,12.23,1.253
pair_00183,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0041.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0015.wav + data/clean/SESA\train\gunshot_095.wav,4.5,0.4360625
pair_00184,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0142.wav + data/clean/SESA\test\gunshot_000.wav,12.73,3.0166875
pair_00185,data/clean/LibriSpeech\dev-clean\6313\66125\6313-66125-0026.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0445.wav,3.79,
pair_00186,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0043.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0131.wav + data/clean/SESA\test\gunshot_027.wav,7.7,0.368125
pair_00187,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0062.wav,impulsive,data/clean/SESA\train\explosion_065.wav,9.24,0.46225
pair_00188,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0017.wav,impulsive,data/clean/SESA\test\siren_086.wav,6.24,0.776875
pair_00189,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0032.wav,impulsive,data/clean/SESA\train\explosion_099.wav,8.54,1.191625
pair_00190,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0025.wav,nonstationary,data/clean/musan/music\fma\music-fma-0127.wav,3.27,
pair_00191,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0022.wav,impulsive,data/clean/SESA\train\explosion_172.wav,-0.76,0.478875
pair_00192,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0021.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0144.wav,-1.01,
pair_00193,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0022.wav,impulsive,data/clean/SESA\train\siren_010.wav,3.47,0.101125
pair_00194,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0013.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0186.wav,-4.69,
pair_00195,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0015.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0559.wav,-2.89,
pair_00196,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0014.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0239.wav,2.91,
pair_00197,data/clean/LibriSpeech\dev-clean\7850\281318\7850-281318-0017.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0627.wav,-0.78,
pair_00198,data/clean/LibriSpeech\dev-clean\251\118436\251-118436-0022.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0064.wav,5.31,
pair_00199,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0013.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0025.wav,1.86,
pair_00200,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0048.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0592.wav,14.0,
pair_00201,data/clean/LibriSpeech\dev-clean\5338\24640\5338-24640-0007.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0258.wav + data/clean/SESA\train\gunshot_064.wav,4.95,7.9836875
pair_00202,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0004.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0759.wav,4.82,
pair_00203,data/clean/LibriSpeech\dev-clean\5536\43358\5536-43358-0015.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0645.wav + data/clean/SESA\train\gunshot_082.wav,8.69,0.0108125
pair_00204,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0045.wav + data/clean/SESA\train\explosion_041.wav,3.31,1.0754375
pair_00205,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0166.wav,10.31,
pair_00206,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0017.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0104.wav,-1.11,
pair_00207,data/clean/LibriSpeech\dev-clean\251\136532\251-136532-0019.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0085.wav,11.55,
pair_00208,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0034.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0311.wav,5.3,
pair_00209,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0046.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0076.wav + data/clean/SESA\train\gunshot_070.wav,-4.89,0.1473125
pair_00210,data/clean/LibriSpeech\dev-clean\7976\105575\7976-105575-0029.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0721.wav + data/clean/SESA\train\siren_043.wav,6.31,0.65
pair_00211,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0028.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0758.wav,14.36,
pair_00212,data/clean/LibriSpeech\dev-clean\8297\275154\8297-275154-0024.wav,impulsive,data/clean/SESA\train\siren_002.wav,12.87,0.3025625
pair_00213,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0024.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0547.wav,1.92,
pair_00214,data/clean/LibriSpeech\dev-clean\1993\147149\1993-147149-0024.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0609.wav,4.24,
pair_00215,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0040.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0373.wav + data/clean/SESA\train\siren_058.wav,5.52,1.336
pair_00216,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0023.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0174.wav,12.47,
pair_00217,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0041.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0475.wav,11.92,
pair_00218,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0028.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0051.wav,-2.53,
pair_00219,data/clean/LibriSpeech\dev-clean\1462\170145\1462-170145-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0533.wav + data/clean/SESA\train\explosion_183.wav,7.96,0.83275
pair_00220,data/clean/LibriSpeech\dev-clean\2277\149874\2277-149874-0006.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0088.wav,0.09,
pair_00221,data/clean/LibriSpeech\dev-clean\8842\302203\8842-302203-0010.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0743.wav,0.25,
pair_00222,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0000.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0007.wav,9.65,
pair_00223,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0031.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0455.wav,7.67,
pair_00224,data/clean/LibriSpeech\dev-clean\2412\153948\2412-153948-0000.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0368.wav + data/clean/SESA\train\explosion_180.wav,9.36,6.691875
pair_00225,data/clean/LibriSpeech\dev-clean\8297\275154\8297-275154-0019.wav,impulsive,data/clean/SESA\train\explosion_055.wav,11.13,1.1495
pair_00226,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0014.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0031.wav,7.18,
pair_00227,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0023.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0691.wav,13.74,
pair_00228,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0021.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0499.wav + data/clean/SESA\train\explosion_158.wav,10.51,0.9339375
pair_00229,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0022.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0103.wav + data/clean/SESA\test\explosion_140.wav,3.84,0.033875
pair_00230,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0010.wav,impulsive,data/clean/SESA\train\explosion_089.wav,-1.19,2.90825
pair_00231,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0005.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0287.wav + data/clean/SESA\test\gunshot_061.wav,-0.39,1.2004375
pair_00232,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0019.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0002.wav,0.36,
pair_00233,data/clean/LibriSpeech\dev-clean\2803\154320\2803-154320-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0561.wav + data/clean/SESA\train\gunshot_058.wav,3.15,1.51925
pair_00234,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0023.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0335.wav,12.71,
pair_00235,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0006.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0069.wav,6.56,
pair_00236,data/clean/LibriSpeech\dev-clean\2412\153947\2412-153947-0000.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0024.wav,14.49,
pair_00237,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0034.wav,impulsive,data/clean/SESA\train\gunshot_083.wav,4.94,1.43525
pair_00238,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0015.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0059.wav,3.9,
pair_00239,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0021.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0005.wav,5.55,
pair_00240,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0017.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0003.wav,4.69,
pair_00241,data/clean/LibriSpeech\dev-clean\3536\23268\3536-23268-0007.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0234.wav + data/clean/SESA\train\siren_014.wav,12.55,0.1059375
pair_00242,data/clean/LibriSpeech\dev-clean\8297\275155\8297-275155-0023.wav,impulsive,data/clean/SESA\train\explosion_149.wav,-1.63,0.921375
pair_00243,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0009.wav,impulsive,data/clean/SESA\train\explosion_073.wav,7.14,0.707625
pair_00244,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0006.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0019.wav,-0.15,
pair_00245,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0030.wav,impulsive,data/clean/SESA\train\siren_080.wav,-1.31,1.70025
pair_00246,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0033.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0032.wav,1.97,
pair_00247,data/clean/LibriSpeech\dev-clean\6345\64257\6345-64257-0002.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0024.wav,-4.8,
pair_00248,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0057.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0111.wav,14.1,
pair_00249,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0006.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0069.wav,-3.2,
pair_00250,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0002.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0038.wav + data/clean/SESA\train\siren_090.wav,-1.62,0.853125
pair_00251,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0020.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0617.wav,10.88,
pair_00252,data/clean/LibriSpeech\dev-clean\1673\143396\1673-143396-0010.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0585.wav + data/clean/SESA\train\gunshot_096.wav,2.82,9.4474375
pair_00253,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0074.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0776.wav,-2.19,
pair_00254,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0028.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0484.wav,13.77,
pair_00255,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0006.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0460.wav,10.39,
pair_00256,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0715.wav + data/clean/SESA\train\explosion_027.wav,-2.7,1.0130625
pair_00257,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0006.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0167.wav,11.81,
pair_00258,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0004.wav,impulsive,data/clean/SESA\train\gunshot_051.wav,4.94,0.6698125
pair_00259,data/clean/LibriSpeech\dev-clean\2803\161169\2803-161169-0001.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0691.wav,-1.74,
pair_00260,data/clean/LibriSpeech\dev-clean\84\121123\84-121123-0028.wav,nonstationary,data/clean/musan/music\fma\music-fma-0012.wav,8.78,
pair_00261,data/clean/LibriSpeech\dev-clean\1993\147966\1993-147966-0005.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0641.wav,-4.08,
pair_00262,data/clean/LibriSpeech\dev-clean\1988\148538\1988-148538-0013.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0303.wav,10.02,
pair_00263,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0026.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0035.wav,3.61,
pair_00264,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0015.wav,nonstationary,data/clean/musan/music\fma\music-fma-0083.wav,-3.07,
pair_00265,data/clean/LibriSpeech\dev-clean\5536\43358\5536-43358-0016.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0560.wav,6.88,
pair_00266,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0002.wav,nonstationary,data/clean/musan/music\fma\music-fma-0081.wav,12.26,
pair_00267,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0019.wav,impulsive,data/clean/SESA\train\explosion_053.wav,-0.52,0.891875
pair_00268,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0034.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0172.wav,-3.36,
pair_00269,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0009.wav,impulsive,data/clean/SESA\train\explosion_121.wav,8.46,1.2833125
pair_00270,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0009.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0226.wav + data/clean/SESA\train\explosion_099.wav,1.88,1.2873125
pair_00271,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0020.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0177.wav,-2.41,
pair_00272,data/clean/LibriSpeech\dev-clean\174\168635\174-168635-0019.wav,impulsive,data/clean/SESA\train\gunshot_003.wav,-4.33,1.4605625
pair_00273,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0001.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0650.wav + data/clean/SESA\train\explosion_202.wav,11.15,0.1585
pair_00274,data/clean/LibriSpeech\dev-clean\2803\161169\2803-161169-0008.wav,impulsive,data/clean/SESA\train\explosion_042.wav,10.92,2.3738125
pair_00275,data/clean/LibriSpeech\dev-clean\84\121550\84-121550-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0319.wav + data/clean/SESA\train\explosion_018.wav,-1.84,2.1200625
pair_00276,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0013.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0124.wav,9.16,
pair_00277,data/clean/LibriSpeech\dev-clean\3536\23268\3536-23268-0022.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0662.wav,11.44,
pair_00278,data/clean/LibriSpeech\dev-clean\1462\170145\1462-170145-0018.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0066.wav,7.42,
pair_00279,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0044.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0826.wav,-4.32,
pair_00280,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0032.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0102.wav,-3.95,
pair_00281,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0002.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0084.wav,1.54,
pair_00282,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0049.wav,impulsive,data/clean/SESA\test\gunshot_091.wav,-0.56,0.45275
